,Date,Round,Home,Away,Home Score,Away Score,Home Elo Pre,Away Elo Pre,Home Elo Pre + Advantage,Home Elo Post,Away Elo Post,Home Elo Change,Away Elo Change,Result,Year
1710,2020-07-18,R7,GWS,Brisbane Lions,68,88,1534.2,1565.76,1584.2,1518.55,1581.4,-15.64,15.64,Away Win,2020
1711,2020-07-18,R7,Sydney,Gold Coast,60,92,1465.56,1338.5,1515.56,1436.39,1367.67,-29.17,29.17,Away Win,2020
1712,2020-07-18,R7,Richmond,North Melbourne,77,23,1618.68,1492.38,1618.68,1638.16,1472.91,19.47,-19.47,Home Win,2020
1713,2020-07-19,R7,Carlton,Port Adelaide,61,64,1401.87,1587.98,1401.87,1400.08,1589.77,-1.8,1.8,Away Win,2020
1714,2020-07-19,R7,Hawthorn,Melbourne,48,91,1542.14,1412.29,1542.14,1508.3,1446.13,-33.84,33.84,Away Win,2020
1715,2020-07-19,R7,Fremantle,West Coast,32,62,1407.96,1545.23,1457.96,1393.83,1559.36,-14.13,14.13,Away Win,2020
1716,2020-07-20,R7,Adelaide,St Kilda,55,78,1369.81,1433.91,1419.81,1354.34,1449.37,-15.47,15.47,Away Win,2020
1717,2020-07-23,R8,Gold Coast,Footscray,46,51,1367.67,1528.08,1417.67,1364.24,1531.51,-3.43,3.43,Away Win,2020
1718,2020-07-24,R8,GWS,Richmond,62,50,1518.55,1638.16,1568.55,1529.9,1626.81,11.34,-11.34,Home Win,2020
1719,2020-07-25,R8,Port Adelaide,St Kilda,44,73,1589.77,1449.37,1639.77,1562.47,1476.68,-27.3,27.3,Away Win,2020
1720,2020-07-25,R8,Sydney,Hawthorn,60,53,1436.39,1508.3,1486.39,1443.46,1501.23,7.07,-7.07,Home Win,2020
1721,2020-07-25,R8,North Melbourne,Carlton,57,64,1472.91,1400.08,1472.91,1464.88,1408.1,-8.02,8.02,Away Win,2020
1722,2020-07-26,R8,Adelaide,Essendon,59,62,1354.34,1483.35,1404.34,1351.5,1486.19,-2.84,2.84,Away Win,2020
1723,2020-07-26,R8,West Coast,Collingwood,111,45,1559.36,1644.59,1609.36,1599.07,1604.88,39.72,-39.72,Home Win,2020
1724,2020-07-26,R8,Melbourne,Brisbane Lions,49,53,1446.13,1581.4,1446.13,1443.38,1584.15,-2.74,2.74,Away Win,2020
1725,2020-07-27,R8,Fremantle,Geelong,16,48,1393.83,1627.69,1443.83,1384.34,1637.18,-9.49,9.49,Away Win,2020
1726,2020-07-29,R9,Footscray,Richmond,49,90,1531.51,1626.81,1531.51,1513.47,1644.86,-18.05,18.05,Away Win,2020
1727,2020-07-30,R9,Melbourne,Port Adelaide,32,83,1443.38,1562.47,1443.38,1424.14,1581.71,-19.25,19.25,Away Win,2020
1728,2020-07-31,R9,Carlton,Hawthorn,58,89,1408.1,1501.23,1408.1,1393.45,1515.88,-14.66,14.66,Away Win,2020
1729,2020-07-31,R9,Essendon,Brisbane Lions,28,91,1486.19,1584.15,1486.19,1461.21,1609.13,-24.98,24.98,Away Win,2020
1730,2020-08-01,R9,West Coast,Geelong,73,64,1599.07,1637.18,1649.07,1606.96,1629.29,7.88,-7.88,Home Win,2020
1731,2020-08-01,R9,St Kilda,Sydney,101,48,1476.68,1443.46,1476.68,1505.25,1414.89,28.57,-28.57,Home Win,2020
1732,2020-08-01,R9,North Melbourne,Adelaide,119,50,1464.88,1351.5,1464.88,1489.93,1326.44,25.05,-25.05,Home Win,2020
1733,2020-08-02,R9,Gold Coast,GWS,35,61,1364.24,1529.9,1414.24,1353.07,1541.06,-11.16,11.16,Away Win,2020
1734,2020-08-02,R9,Fremantle,Collingwood,61,49,1384.34,1604.88,1434.34,1397.18,1592.04,12.83,-12.83,Home Win,2020
1735,2020-08-03,R10,Port Adelaide,Footscray,55,42,1581.71,1513.47,1631.71,1588.73,1506.45,7.02,-7.02,Home Win,2020
1736,2020-08-04,R10,Richmond,Brisbane Lions,82,41,1644.86,1609.13,1644.86,1668.0,1585.99,23.14,-23.14,Home Win,2020
1737,2020-08-05,R10,Geelong,North Melbourne,90,57,1629.29,1489.93,1629.29,1641.77,1477.46,12.47,-12.47,Home Win,2020
1738,2020-08-05,R10,Adelaide,Melbourne,37,88,1326.44,1424.14,1376.44,1301.25,1449.34,-25.2,25.2,Away Win,2020
1739,2020-08-06,R10,Collingwood,Sydney,50,41,1592.04,1414.89,1592.04,1595.95,1410.98,3.91,-3.91,Home Win,2020
1740,2020-08-06,R10,Gold Coast,St Kilda,74,78,1353.07,1505.25,1403.07,1350.0,1508.33,-3.08,3.08,Away Win,2020
1741,2020-08-07,R10,Essendon,GWS,55,59,1461.21,1541.06,1461.21,1457.69,1544.58,-3.52,3.52,Away Win,2020
1742,2020-08-08,R11,Brisbane Lions,Footscray,96,72,1585.99,1506.45,1635.99,1596.59,1495.85,10.59,-10.59,Home Win,2020
1743,2020-08-08,R11,Port Adelaide,Richmond,93,72,1588.73,1668.0,1638.73,1604.85,1651.88,16.11,-16.11,Home Win,2020
1744,2020-08-09,R11,West Coast,Carlton,72,50,1606.96,1393.45,1656.96,1611.99,1388.41,5.03,-5.03,Home Win,2020
1745,2020-08-09,R11,Melbourne,North Melbourne,92,35,1449.34,1477.46,1449.34,1485.62,1441.17,36.29,-36.29,Home Win,2020
1746,2020-08-10,R11,St Kilda,Geelong,34,93,1508.33,1641.77,1508.33,1488.13,1661.96,-20.2,20.2,Away Win,2020
1747,2020-08-10,R11,Fremantle,Hawthorn,48,32,1397.18,1515.88,1447.18,1411.21,1501.84,14.04,-14.04,Home Win,2020
1748,2020-08-11,R11,Adelaide,Collingwood,38,62,1301.25,1595.95,1351.25,1295.68,1601.52,-5.57,5.57,Away Win,2020
1749,2020-08-12,R11,Gold Coast,Essendon,73,73,1350.0,1457.69,1400.0,1348.97,1458.72,-1.03,1.03,Away Win,2020
1750,2020-08-13,R12,Sydney,GWS,66,25,1410.98,1544.58,1410.98,1443.72,1511.84,32.74,-32.74,Home Win,2020
1751,2020-08-14,R12,Geelong,Port Adelaide,91,31,1661.96,1604.85,1661.96,1690.58,1576.23,28.61,-28.61,Home Win,2020
1752,2020-08-15,R12,Melbourne,Collingwood,100,44,1485.62,1601.52,1485.62,1526.58,1560.57,40.95,-40.95,Home Win,2020
1753,2020-08-15,R12,Fremantle,Carlton,36,40,1411.21,1388.41,1461.21,1405.49,1394.14,-5.73,5.73,Away Win,2020
1754,2020-08-15,R12,North Melbourne,Brisbane Lions,52,53,1441.17,1596.59,1441.17,1439.98,1597.78,-1.2,1.2,Away Win,2020
1755,2020-08-16,R12,Footscray,Adelaide,111,54,1495.85,1295.68,1495.85,1510.06,1281.47,14.21,-14.21,Home Win,2020
1756,2020-08-16,R12,St Kilda,Essendon,68,33,1488.13,1458.72,1488.13,1509.1,1437.75,20.97,-20.97,Home Win,2020
1757,2020-08-16,R12,West Coast,Hawthorn,81,49,1611.99,1501.84,1661.99,1623.43,1490.41,11.44,-11.44,Home Win,2020
1758,2020-08-17,R12,Richmond,Gold Coast,53,32,1651.88,1348.97,1651.88,1655.67,1345.18,3.79,-3.79,Home Win,2020
1759,2020-08-21,R13,Gold Coast,Carlton,27,60,1345.18,1394.14,1395.18,1323.57,1415.75,-21.61,21.61,Away Win,2020
1760,2020-08-22,R13,Footscray,Melbourne,80,52,1510.06,1526.58,1510.06,1530.45,1506.19,20.38,-20.38,Home Win,2020
1761,2020-08-22,R13,Port Adelaide,Hawthorn,68,58,1576.23,1490.41,1626.23,1581.57,1485.07,5.33,-5.33,Home Win,2020
1762,2020-08-22,R13,Essendon,Richmond,61,73,1437.75,1655.67,1437.75,1433.83,1659.59,-3.92,3.92,Away Win,2020
1763,2020-08-22,R13,Fremantle,Sydney,50,19,1405.49,1443.72,1455.49,1425.49,1423.72,20.0,-20.0,Home Win,2020
1764,2020-08-23,R13,West Coast,GWS,61,49,1623.43,1511.84,1673.43,1628.82,1506.45,5.39,-5.39,Home Win,2020
1765,2020-08-23,R13,Brisbane Lions,St Kilda,50,48,1597.78,1509.1,1647.78,1599.64,1507.23,1.86,-1.86,Home Win,2020
1766,2020-08-23,R13,Adelaide,Geelong,37,65,1281.47,1690.58,1331.47,1278.13,1693.91,-3.34,3.34,Away Win,2020
1767,2020-08-24,R13,Collingwood,North Melbourne,65,35,1560.57,1439.98,1560.57,1573.2,1427.34,12.64,-12.64,Home Win,2020
1768,2020-08-27,R14,Hawthorn,Essendon,71,87,1485.07,1433.83,1485.07,1470.91,1447.99,-14.16,14.16,Away Win,2020
1769,2020-08-27,R14,Richmond,West Coast,88,61,1659.59,1628.82,1659.59,1676.65,1611.76,17.06,-17.06,Home Win,2020
1770,2020-08-28,R14,Footscray,Geelong,61,72,1530.45,1693.91,1530.45,1525.61,1698.75,-4.83,4.83,Away Win,2020
1771,2020-08-29,R14,Port Adelaide,Sydney,73,47,1581.57,1423.72,1631.57,1589.24,1416.05,7.68,-7.68,Home Win,2020
1772,2020-08-29,R14,Fremantle,GWS,53,91,1425.49,1506.45,1475.49,1404.1,1527.83,-21.39,21.39,Away Win,2020
1773,2020-08-29,R14,Melbourne,St Kilda,52,49,1506.19,1507.23,1556.19,1509.66,1503.76,3.47,-3.47,Home Win,2020
1774,2020-08-30,R14,Gold Coast,North Melbourne,91,28,1323.57,1427.34,1373.57,1363.13,1387.78,39.56,-39.56,Home Win,2020
1775,2020-08-30,R14,Carlton,Collingwood,48,72,1415.75,1573.2,1415.75,1406.8,1582.15,-8.95,8.95,Away Win,2020
1776,2020-09-01,R15,West Coast,Essendon,60,45,1611.76,1447.99,1611.76,1617.84,1441.92,6.07,-6.07,Home Win,2020
1777,2020-09-01,R15,Hawthorn,Adelaide,48,83,1470.91,1278.13,1470.91,1440.36,1308.68,-30.55,30.55,Away Win,2020
1778,2020-09-02,R15,Richmond,Fremantle,56,29,1676.65,1404.1,1676.65,1682.08,1398.68,5.43,-5.43,Home Win,2020
1779,2020-09-03,R15,Sydney,Melbourne,67,46,1416.05,1509.66,1416.05,1434.62,1491.09,18.58,-18.58,Home Win,2020
1780,2020-09-03,R15,GWS,Carlton,48,39,1527.83,1406.8,1527.83,1532.93,1401.7,5.1,-5.1,Home Win,2020
1781,2020-09-04,R15,Brisbane Lions,Collingwood,42,34,1599.64,1582.15,1649.64,1605.81,1575.99,6.16,-6.16,Home Win,2020
1782,2020-09-05,R16,North Melbourne,Port Adelaide,42,78,1387.78,1589.24,1387.78,1377.93,1599.1,-9.85,9.85,Away Win,2020
1783,2020-09-06,R16,St Kilda,Hawthorn,80,66,1503.76,1440.36,1503.76,1512.84,1431.28,9.08,-9.08,Home Win,2020
1784,2020-09-06,R16,Geelong,Essendon,108,42,1698.75,1441.92,1698.75,1710.62,1430.05,11.87,-11.87,Home Win,2020
1785,2020-09-06,R16,Footscray,West Coast,49,47,1525.61,1617.84,1525.61,1529.38,1614.07,3.77,-3.77,Home Win,2020
1786,2020-09-07,R16,Melbourne,Fremantle,33,47,1491.09,1398.68,1491.09,1477.44,1412.33,-13.65,13.65,Away Win,2020
1787,2020-09-08,R16,Adelaide,GWS,59,47,1308.68,1532.93,1358.68,1321.56,1520.06,12.88,-12.88,Home Win,2020
1788,2020-09-08,R16,Carlton,Sydney,57,52,1401.7,1434.62,1401.7,1407.66,1428.66,5.96,-5.96,Home Win,2020
1789,2020-09-09,R16,Brisbane Lions,Gold Coast,88,43,1605.81,1363.13,1655.81,1613.28,1355.66,7.47,-7.47,Home Win,2020
1790,2020-09-10,R17,St Kilda,West Coast,50,65,1512.84,1614.07,1512.84,1504.71,1622.19,-8.12,8.12,Away Win,2020
1791,2020-09-11,R17,Geelong,Richmond,31,57,1710.62,1682.08,1710.62,1690.92,1701.78,-19.7,19.7,Away Win,2020
1792,2020-09-12,R17,North Melbourne,Fremantle,35,99,1377.93,1412.33,1377.93,1344.94,1445.32,-32.99,32.99,Away Win,2020
1793,2020-09-12,R17,Port Adelaide,Essendon,79,29,1599.1,1430.05,1649.1,1611.15,1418.0,12.05,-12.05,Home Win,2020
1794,2020-09-12,R17,GWS,Melbourne,74,79,1520.06,1477.44,1520.06,1513.99,1483.5,-6.07,6.07,Away Win,2020
1795,2020-09-13,R17,Hawthorn,Footscray,40,76,1431.28,1529.38,1431.28,1415.18,1545.49,-16.11,16.11,Away Win,2020
1796,2020-09-13,R17,Sydney,Brisbane Lions,41,73,1428.66,1613.28,1428.66,1418.88,1623.07,-9.78,9.78,Away Win,2020
1797,2020-09-13,R17,Carlton,Adelaide,56,72,1407.66,1321.56,1407.66,1392.71,1336.51,-14.96,14.96,Away Win,2020
1798,2020-09-14,R17,Collingwood,Gold Coast,68,46,1575.99,1355.66,1575.99,1582.1,1349.54,6.11,-6.11,Home Win,2020
1799,2020-09-17,R18,North Melbourne,West Coast,34,49,1344.94,1622.19,1344.94,1341.56,1625.57,-3.38,3.38,Away Win,2020
1800,2020-09-18,R18,St Kilda,GWS,82,30,1504.71,1513.99,1504.71,1537.27,1481.44,32.55,-32.55,Home Win,2020
1801,2020-09-19,R18,Essendon,Melbourne,49,68,1418.0,1483.5,1418.0,1406.68,1494.83,-11.32,11.32,Away Win,2020
1802,2020-09-19,R18,Adelaide,Richmond,33,77,1336.51,1701.78,1386.51,1330.44,1707.85,-6.07,6.07,Away Win,2020
1803,2020-09-19,R18,Brisbane Lions,Carlton,78,61,1623.07,1392.71,1673.07,1626.84,1388.93,3.78,-3.78,Home Win,2020
1804,2020-09-20,R18,Hawthorn,Gold Coast,108,57,1415.18,1349.54,1415.18,1439.49,1325.23,24.31,-24.31,Home Win,2020
1805,2020-09-20,R18,Sydney,Geelong,63,69,1418.88,1690.92,1418.88,1417.08,1692.71,-1.79,1.79,Away Win,2020
1806,2020-09-20,R18,Fremantle,Footscray,44,74,1445.32,1545.49,1445.32,1431.46,1559.34,-13.85,13.85,Away Win,2020
1807,2020-09-21,R18,Collingwood,Port Adelaide,45,61,1582.1,1611.15,1582.1,1570.58,1622.67,-11.52,11.52,Away Win,2020
1808,2020-10-01,QF,Port Adelaide,Geelong,58,42,1622.67,1692.71,1672.67,1635.55,1679.83,12.88,-12.88,Home Win,2020
1809,2020-10-02,QF,Brisbane Lions,Richmond,69,54,1626.84,1707.85,1676.84,1639.37,1695.32,12.53,-12.53,Home Win,2020
1810,2020-10-03,EF,St Kilda,Footscray,67,64,1537.27,1559.34,1537.27,1541.49,1555.12,4.22,-4.22,Home Win,2020
1811,2020-10-03,EF,West Coast,Collingwood,75,76,1625.57,1570.58,1675.57,1622.7,1573.46,-2.88,2.88,Away Win,2020
1812,2020-10-09,SF,Richmond,St Kilda,80,49,1695.32,1541.49,1695.32,1706.42,1530.4,11.09,-11.09,Home Win,2020
1813,2020-10-10,SF,Geelong,Collingwood,100,32,1679.83,1573.46,1679.83,1705.39,1547.9,25.56,-25.56,Home Win,2020
1814,2020-10-16,PF,Port Adelaide,Richmond,40,46,1635.55,1706.42,1685.55,1629.92,1712.04,-5.63,5.63,Away Win,2020
1815,2020-10-17,PF,Brisbane Lions,Geelong,42,82,1639.37,1705.39,1689.37,1615.8,1728.96,-23.57,23.57,Away Win,2020
1816,2020-10-24,GF,Richmond,Geelong,81,50,1712.04,1728.96,1712.04,1734.11,1706.89,22.07,-22.07,Home Win,2020
1817,2021-03-18,R1,Richmond,Carlton,105,80,1656.86,1425.58,1706.86,1661.9,1420.54,5.04,-5.04,Home Win,2021
1818,2021-03-19,R1,Collingwood,Footscray,53,69,1532.09,1536.93,1582.09,1517.62,1551.4,-14.47,14.47,Away Win,2021
1819,2021-03-20,R1,Brisbane Lions,Sydney,94,125,1577.59,1444.45,1627.59,1548.99,1473.05,-28.6,28.6,Away Win,2021
1820,2021-03-20,R1,Essendon,Hawthorn,91,92,1437.47,1459.46,1487.47,1435.01,1461.92,-2.46,2.46,Away Win,2021
1821,2021-03-20,R1,Melbourne,Fremantle,80,58,1496.53,1454.08,1546.53,1508.25,1442.36,11.72,-11.72,Home Win,2021
1822,2021-03-20,R1,Adelaide,Geelong,103,91,1386.39,1638.61,1436.39,1399.55,1625.45,13.16,-13.16,Home Win,2021
1823,2021-03-21,R1,North Melbourne,Port Adelaide,65,117,1393.84,1587.05,1443.84,1376.97,1603.92,-16.87,16.87,Away Win,2021
1824,2021-03-21,R1,GWS,St Kilda,78,86,1487.56,1520.37,1537.56,1479.65,1528.28,-7.91,7.91,Away Win,2021
1825,2021-03-21,R1,West Coast,Gold Coast,83,58,1582.21,1382.91,1632.21,1588.2,1376.92,5.99,-5.99,Home Win,2021
1826,2021-03-25,R2,Carlton,Collingwood,85,106,1420.54,1517.62,1470.54,1407.85,1530.31,-12.69,12.69,Away Win,2021
1827,2021-03-26,R2,Geelong,Brisbane Lions,81,80,1625.45,1548.99,1675.45,1626.87,1547.57,1.42,-1.42,Home Win,2021
1828,2021-03-27,R2,St Kilda,Melbourne,73,91,1528.28,1508.25,1578.28,1511.69,1524.84,-16.59,16.59,Away Win,2021
1829,2021-03-27,R2,Sydney,Adelaide,121,88,1473.05,1399.55,1523.05,1486.98,1385.62,13.93,-13.93,Home Win,2021
1830,2021-03-27,R2,Port Adelaide,Essendon,119,65,1603.92,1435.01,1653.92,1616.73,1422.2,12.81,-12.81,Home Win,2021
1831,2021-03-27,R2,Gold Coast,North Melbourne,98,39,1376.92,1376.97,1426.92,1407.15,1346.74,30.24,-30.24,Home Win,2021
1832,2021-03-28,R2,Fremantle,GWS,87,56,1442.36,1479.65,1492.36,1462.31,1459.69,19.96,-19.96,Home Win,2021
1833,2021-03-28,R2,Hawthorn,Richmond,49,78,1461.92,1661.9,1511.92,1451.56,1672.26,-10.36,10.36,Away Win,2021
1834,2021-03-28,R2,Footscray,West Coast,100,93,1551.4,1588.2,1601.4,1557.97,1581.63,6.58,-6.58,Home Win,2021
1835,2021-04-01,R3,Collingwood,Brisbane Lions,72,73,1530.31,1547.57,1530.31,1528.14,1549.75,-2.18,2.18,Away Win,2021
1836,2021-04-02,R3,North Melbourne,Footscray,39,167,1346.74,1557.97,1396.74,1315.2,1589.52,-31.54,31.54,Away Win,2021
1837,2021-04-02,R3,Adelaide,Gold Coast,95,85,1385.62,1407.15,1435.62,1393.81,1398.96,8.2,-8.2,Home Win,2021
1838,2021-04-03,R3,Essendon,St Kilda,143,68,1422.2,1511.69,1472.2,1466.47,1467.42,44.27,-44.27,Home Win,2021
1839,2021-04-03,R3,Richmond,Sydney,72,117,1672.26,1486.98,1722.26,1632.78,1526.46,-39.48,39.48,Away Win,2021
1840,2021-04-03,R3,West Coast,Port Adelaide,108,71,1581.63,1616.73,1631.63,1604.42,1593.94,22.79,-22.79,Home Win,2021
1841,2021-04-04,R3,GWS,Melbourne,68,102,1459.69,1524.84,1509.69,1438.86,1545.68,-20.83,20.83,Away Win,2021
1842,2021-04-04,R3,Carlton,Fremantle,109,64,1407.85,1462.31,1457.85,1435.53,1434.63,27.68,-27.68,Home Win,2021
1843,2021-04-05,R3,Geelong,Hawthorn,69,64,1626.87,1451.56,1676.87,1628.98,1449.46,2.11,-2.11,Home Win,2021
1844,2021-04-08,R4,Sydney,Essendon,83,80,1526.46,1466.47,1576.46,1529.14,1463.79,2.67,-2.67,Home Win,2021
1845,2021-04-09,R4,Port Adelaide,Richmond,79,77,1593.94,1632.78,1643.94,1596.95,1629.76,3.01,-3.01,Home Win,2021
1846,2021-04-10,R4,Footscray,Brisbane Lions,73,54,1589.52,1549.75,1589.52,1602.09,1537.17,12.58,-12.58,Home Win,2021
1847,2021-04-10,R4,St Kilda,West Coast,102,82,1467.42,1604.42,1517.42,1484.51,1587.32,17.09,-17.09,Home Win,2021
1848,2021-04-10,R4,Gold Coast,Carlton,59,70,1398.96,1435.53,1448.96,1389.13,1445.35,-9.82,9.82,Away Win,2021
1849,2021-04-10,R4,Collingwood,GWS,60,90,1528.14,1438.86,1578.14,1501.34,1465.66,-26.8,26.8,Away Win,2021
1850,2021-04-11,R4,North Melbourne,Adelaide,68,109,1315.2,1393.81,1365.2,1292.3,1416.71,-22.9,22.9,Away Win,2021
1851,2021-04-11,R4,Melbourne,Geelong,85,60,1545.68,1628.98,1595.68,1564.23,1610.42,18.56,-18.56,Home Win,2021
1852,2021-04-11,R4,Fremantle,Hawthorn,96,81,1434.63,1449.46,1484.63,1445.52,1438.57,10.89,-10.89,Home Win,2021
1853,2021-04-15,R5,St Kilda,Richmond,48,134,1484.51,1629.76,1534.51,1453.35,1660.93,-31.16,31.16,Away Win,2021
1854,2021-04-16,R5,West Coast,Collingwood,103,76,1587.32,1501.34,1637.32,1598.58,1490.08,11.25,-11.25,Home Win,2021
1855,2021-04-17,R5,Footscray,Gold Coast,118,56,1602.09,1389.13,1652.09,1613.4,1377.83,11.31,-11.31,Home Win,2021
1856,2021-04-17,R5,Sydney,GWS,69,71,1529.14,1465.66,1579.14,1525.12,1469.68,-4.02,4.02,Away Win,2021
1857,2021-04-17,R5,Carlton,Port Adelaide,68,96,1445.35,1596.95,1495.35,1432.76,1609.54,-12.58,12.58,Away Win,2021
1858,2021-04-17,R5,Brisbane Lions,Essendon,102,45,1537.17,1463.79,1587.17,1558.54,1442.42,21.37,-21.37,Home Win,2021
1859,2021-04-18,R5,Adelaide,Fremantle,72,84,1416.71,1445.52,1466.71,1405.95,1456.28,-10.76,10.76,Away Win,2021
1860,2021-04-18,R5,Hawthorn,Melbourne,54,104,1438.57,1564.23,1488.57,1416.46,1586.34,-22.11,22.11,Away Win,2021
1861,2021-04-18,R5,Geelong,North Melbourne,77,47,1610.42,1292.3,1660.42,1613.98,1288.74,3.56,-3.56,Home Win,2021
1862,2021-04-23,R6,GWS,Footscray,65,104,1469.68,1613.4,1519.68,1452.83,1630.25,-16.85,16.85,Away Win,2021
1863,2021-04-24,R6,Fremantle,North Melbourne,99,48,1456.28,1288.74,1506.28,1468.62,1276.41,12.33,-12.33,Home Win,2021
1864,2021-04-24,R6,Carlton,Brisbane Lions,85,103,1432.76,1558.54,1482.76,1422.73,1568.57,-10.03,10.03,Away Win,2021
1865,2021-04-24,R6,Melbourne,Richmond,82,48,1586.34,1660.93,1636.34,1609.5,1637.77,23.16,-23.16,Home Win,2021
1866,2021-04-24,R6,Geelong,West Coast,136,39,1613.98,1598.58,1663.98,1655.97,1556.58,42.0,-42.0,Home Win,2021
1867,2021-04-24,R6,Gold Coast,Sydney,100,60,1377.83,1525.12,1427.83,1407.45,1495.5,29.62,-29.62,Home Win,2021
1868,2021-04-25,R6,Hawthorn,Adelaide,102,99,1416.46,1405.95,1466.46,1419.78,1402.63,3.32,-3.32,Home Win,2021
1869,2021-04-25,R6,Collingwood,Essendon,85,109,1490.08,1442.42,1540.08,1468.59,1463.91,-21.49,21.49,Away Win,2021
1870,2021-04-25,R6,Port Adelaide,St Kilda,93,39,1609.54,1453.35,1659.54,1623.21,1439.67,13.68,-13.68,Home Win,2021
1871,2021-04-30,R7,Richmond,Footscray,77,55,1637.77,1630.25,1687.77,1651.38,1616.64,13.61,-13.61,Home Win,2021
1872,2021-05-01,R7,Sydney,Geelong,90,88,1495.5,1655.97,1545.5,1499.22,1652.25,3.72,-3.72,Home Win,2021
1873,2021-05-01,R7,Collingwood,Gold Coast,55,79,1468.59,1407.45,1518.59,1446.74,1429.31,-21.86,21.86,Away Win,2021
1874,2021-05-01,R7,Adelaide,GWS,39,106,1402.63,1452.83,1452.63,1365.17,1490.3,-37.46,37.46,Away Win,2021
1875,2021-05-01,R7,St Kilda,Hawthorn,128,59,1439.67,1419.78,1489.67,1471.15,1388.3,31.48,-31.48,Home Win,2021
1876,2021-05-01,R7,Brisbane Lions,Port Adelaide,93,44,1568.57,1623.21,1618.57,1598.17,1593.61,29.6,-29.6,Home Win,2021
1877,2021-05-02,R7,West Coast,Fremantle,132,73,1556.58,1468.62,1606.58,1577.1,1448.1,20.52,-20.52,Home Win,2021
1878,2021-05-02,R7,North Melbourne,Melbourne,73,103,1276.41,1609.5,1326.41,1271.02,1614.88,-5.38,5.38,Away Win,2021
1879,2021-05-02,R7,Essendon,Carlton,107,123,1463.91,1422.73,1513.91,1448.26,1438.38,-15.65,15.65,Away Win,2021
1880,2021-05-07,R8,Richmond,Geelong,63,126,1651.38,1652.25,1701.38,1609.05,1694.58,-42.33,42.33,Away Win,2021
1881,2021-05-08,R8,Melbourne,Sydney,67,58,1614.88,1499.22,1664.88,1619.17,1494.94,4.28,-4.28,Home Win,2021
1882,2021-05-08,R8,Gold Coast,St Kilda,54,63,1429.31,1471.15,1479.31,1420.98,1479.48,-8.33,8.33,Away Win,2021
1883,2021-05-08,R8,GWS,Essendon,107,105,1490.3,1448.26,1540.3,1492.6,1445.96,2.3,-2.3,Home Win,2021
1884,2021-05-08,R8,North Melbourne,Collingwood,76,94,1271.02,1446.74,1321.02,1262.97,1454.79,-8.05,8.05,Away Win,2021
1885,2021-05-08,R8,Port Adelaide,Adelaide,87,38,1593.61,1365.17,1643.61,1602.25,1356.53,8.64,-8.64,Home Win,2021
1886,2021-05-09,R8,Footscray,Carlton,107,91,1616.64,1438.38,1666.64,1621.41,1433.61,4.77,-4.77,Home Win,2021
1887,2021-05-09,R8,Hawthorn,West Coast,60,98,1388.3,1577.1,1438.3,1374.82,1590.57,-13.47,13.47,Away Win,2021
1888,2021-05-09,R8,Brisbane Lions,Fremantle,95,71,1598.17,1448.1,1648.17,1605.68,1440.59,7.51,-7.51,Home Win,2021
1889,2021-05-14,R9,St Kilda,Geelong,47,68,1479.48,1694.58,1529.48,1471.96,1702.1,-7.52,7.52,Away Win,2021
1890,2021-05-15,R9,Sydney,Collingwood,72,42,1494.94,1454.79,1544.94,1509.97,1439.75,15.04,-15.04,Home Win,2021
1891,2021-05-15,R9,Hawthorn,North Melbourne,80,87,1374.82,1262.97,1424.82,1365.56,1272.24,-9.27,9.27,Away Win,2021
1892,2021-05-15,R9,Gold Coast,Brisbane Lions,51,124,1420.98,1605.68,1470.98,1398.06,1628.6,-22.92,22.92,Away Win,2021
1893,2021-05-15,R9,Richmond,GWS,87,83,1609.05,1492.6,1609.05,1612.04,1489.61,2.99,-2.99,Home Win,2021
1894,2021-05-15,R9,Port Adelaide,Footscray,77,96,1602.25,1621.41,1652.25,1586.55,1637.11,-15.7,15.7,Away Win,2021
1895,2021-05-16,R9,Essendon,Fremantle,68,61,1445.96,1440.59,1495.96,1451.86,1434.69,5.9,-5.9,Home Win,2021
1896,2021-05-16,R9,Melbourne,Carlton,94,68,1619.17,1433.61,1669.17,1625.81,1426.97,6.64,-6.64,Home Win,2021
1897,2021-05-16,R9,West Coast,Adelaide,106,76,1590.57,1356.53,1640.57,1596.29,1350.82,5.72,-5.72,Home Win,2021
1898,2021-05-21,R10,Brisbane Lions,Richmond,102,74,1628.6,1612.04,1678.6,1644.38,1596.26,15.78,-15.78,Home Win,2021
1899,2021-05-22,R10,Fremantle,Sydney,86,84,1434.69,1509.97,1484.69,1437.94,1506.72,3.25,-3.25,Home Win,2021
1900,2021-05-22,R10,Footscray,St Kilda,144,33,1637.11,1471.96,1687.11,1660.18,1448.89,23.07,-23.07,Home Win,2021
1901,2021-05-22,R10,Carlton,Hawthorn,86,63,1426.97,1365.56,1476.97,1438.11,1354.41,11.14,-11.14,Home Win,2021
1902,2021-05-22,R10,Geelong,Gold Coast,91,57,1702.1,1398.06,1752.1,1706.35,1393.81,4.25,-4.25,Home Win,2021
1903,2021-05-22,R10,Adelaide,Melbourne,96,95,1350.82,1625.81,1400.82,1353.8,1622.82,2.99,-2.99,Home Win,2021
1904,2021-05-23,R10,GWS,West Coast,93,77,1489.61,1596.29,1539.61,1503.37,1582.52,13.77,-13.77,Home Win,2021
1905,2021-05-23,R10,Collingwood,Port Adelaide,58,59,1439.75,1586.55,1489.75,1438.24,1588.06,-1.51,1.51,Away Win,2021
